"rep","strategy","n_workers","chr","start","end","bp","n_win","secs","load_s","secs_wall","rss_gb","pid"
1,"segment",4,"chr6",100000001,150000000,5e+07,249999,11.515,0,11.515,1.824919552,87249
1,"segment",4,"chr7",1,50000000,5e+07,249937,11.097,0,11.097,2.020507648,87261
1,"segment",4,"chr7",50000001,100000000,5e+07,248470,11.087,0,11.087,1.891467264,87280
1,"segment",4,"chr7",100000001,150000000,5e+07,249749,11.22,0.00100000000000477,11.221,1.887248384,87270
1,"segment",4,"chr8",1,50000000,5e+07,248688,11.151,0.00100000000000477,11.152,1.992245248,87249
1,"segment",4,"chr8",50000001,100000000,5e+07,249749,11.853,0,11.853,1.884737536,87261
1,"segment",4,"chr9",1,50000000,5e+07,227365,11.248,0,11.248,1.881370624,87280
1,"segment",4,"chr9",50000001,100000000,5e+07,189884,10.655,0.00100000000000477,10.656,1.92210944,87270
1,"segment",4,"chr10",1,50000000,5e+07,247573,11.796,0,11.796,1.897648128,87249
1,"segment",4,"chr10",50000001,100000000,5e+07,249995,11.395,0,11.395,1.89663232,87261
1,"segment",4,"chr11",1,50000000,5e+07,249700,11.34,0,11.34,2.050338816,87270
1,"segment",4,"chr11",50000001,100000000,5e+07,247571,11.135,0,11.135,2.058969088,87280
1,"segment",4,"chr12",1,50000000,5e+07,249346,11.738,0,11.738,1.914626048,87249
1,"segment",4,"chr12",50000001,100000000,5e+07,250000,11.549,0.000999999999990564,11.55,1.770999808,87261
1,"segment",4,"chr13",1,50000000,5e+07,169132,9.52200000000001,0,9.52200000000001,1.830637568,87270
1,"segment",4,"chr13",50000001,100000000,5e+07,249749,11.18,0,11.18,1.845174272,87280
1,"segment",4,"chr14",1,50000000,5e+07,168401,8.123,0,8.123,1.904115712,87249
1,"segment",4,"chr14",50000001,100000000,5e+07,250000,11.788,0,11.788,1.816031232,87270
1,"segment",4,"chr15",1,50000000,5e+07,163536,9.044,0,9.044,1.623089152,87249
1,"segment",4,"chr15",50000001,100000000,5e+07,249749,10.478,0,10.478,1.92628736,87261
1,"segment",4,"chr16",1,50000000,5e+07,207870,10.745,0,10.745,1.791578112,87280
1,"segment",4,"chr17",1,50000000,5e+07,248590,10.81,0,10.81,2.328293376,87249
1,"segment",4,"chr18",1,50000000,5e+07,249103,10.278,0,10.278,1.843867648,87270
1,"segment",4,"chr19",1,50000000,5e+07,249159,10.229,0,10.229,2.206769152,87261
1,"segment",4,"chr20",1,50000000,5e+07,247966,9.90799999999999,0,9.90799999999999,1.788424192,87280
1,"segment",4,"chr22",1,50000000,5e+07,191709,9.50799999999998,0,9.50799999999998,1.884790784,87249
1,"segment",4,"chrX",1,50000000,5e+07,246497,11.4,0,11.4,1.900261376,87270
1,"segment",4,"chrX",50000001,100000000,5e+07,249228,11.444,0,11.444,2.07239168,87261
1,"segment",4,"chrX",100000001,150000000,5e+07,248556,11.397,0,11.397,1.831133184,87280
1,"segment",4,"chrY",1,50000000,5e+07,129550,6.84899999999999,0,6.84899999999999,2.198171648,87249
1,"segment",4,"chr1",200000001,248956422,48956422,244228,11.626,0,11.626,1.414979584,87270
1,"segment",4,"chr3",150000001,198295559,48295559,241177,10.931,0,10.931,1.56276736,87261
1,"segment",4,"chr21",1,46709983,46709983,200395,10.08,0,10.08,1.717948416,87280
1,"segment",4,"chr8",100000001,145138636,45138636,225393,10.438,0,10.438,1.653673984,87249
1,"segment",4,"chr2",200000001,242193529,42193529,210909,11.051,0,11.051,2.15171072,87261
1,"segment",4,"chr16",50000001,90338345,40338345,201140,10.63,0,10.63,1.726353408,87270
1,"segment",4,"chr4",150000001,190214555,40214555,200771,9.33500000000001,0.00100000000000477,9.33600000000001,1.89442048,87280
1,"segment",4,"chr9",100000001,138394717,38394717,191660,10.594,0,10.594,2.158759936,87249
1,"segment",4,"chr11",100000001,135086622,35086622,175383,7.27100000000002,0,7.27100000000002,1.941192704,87270
1,"segment",4,"chr10",100000001,133797422,33797422,168671,8.06299999999999,0,8.06299999999999,1.90697472,87261
1,"segment",4,"chr12",100000001,133275309,33275309,166313,7.20099999999999,0.00100000000000477,7.202,2.02682368,87280
1,"segment",4,"chr17",50000001,83257441,33257441,165965,6.51300000000001,0,6.51300000000001,2.343645184,87249
1,"segment",4,"chr5",150000001,181538259,31538259,157385,7.36099999999999,0,7.36099999999999,2.054221824,87270
1,"segment",4,"chr18",50000001,80373285,30373285,151304,5.96000000000001,0.00100000000000477,5.96100000000001,2.294665216,87261
1,"segment",4,"chr6",150000001,170805979,20805979,103478,5.578,0,5.578,1.849987072,87280
1,"segment",4,"chr20",50000001,64444167,14444167,71670,3.39099999999999,0,3.39099999999999,1.983705088,87249
1,"segment",4,"chr13",100000001,114364328,14364328,71016,4.07000000000002,0,4.07000000000002,2.034597888,87249
1,"segment",4,"chr7",150000001,159345973,9345973,46677,3.303,0,3.303,1.648689152,87280
1,"segment",4,"chr19",50000001,58617616,8617616,43038,2.286,0,2.286,2.057551872,87261
1,"segment",4,"chrY",50000001,57227415,7227415,2469,1.202,0,1.202,2.01728,87270
1,"segment",4,"chr14",100000001,107043718,7043718,34418,1.81800000000001,0,1.81800000000001,2.239533056,87270
1,"segment",4,"chrX",150000001,156040895,6040895,30154,1.91899999999998,0,1.91899999999998,2.166689792,87261
1,"segment",4,"chr15",100000001,101991189,1991189,9905,0.888000000000005,0,0.888000000000005,2.134646784,87249
1,"segment",4,"chr22",50000001,50818468,818468,4042,0.503000000000014,0,0.503000000000014,1.71405312,87280
1,"segment",5,"chr1",1,50000000,5e+07,248467,16.576,9.257,25.833,1.661018112,88248
1,"segment",5,"chr1",50000001,100000000,5e+07,250000,16.68,9.268,25.948,1.69828352,88238
1,"segment",5,"chr1",100000001,150000000,5e+07,159605,13.918,9.248,23.166,1.579921408,88228
1,"segment",5,"chr1",150000001,200000000,5e+07,250000,16.679,9.253,25.932,1.663062016,88218
1,"segment",5,"chr2",1,50000000,5e+07,249929,16.627,9.253,25.88,1.68429568,88209
1,"segment",5,"chr2",50000001,100000000,5e+07,241874,14.825,0,14.825,1.414537216,88228
1,"segment",5,"chr2",100000001,150000000,5e+07,249999,14.892,0.000999999999997669,14.893,1.80803584,88248
1,"segment",5,"chr2",150000001,200000000,5e+07,250000,14.926,0,14.926,1.719984128,88209
1,"segment",5,"chr3",1,50000000,5e+07,249946,14.52,0,14.52,1.738432512,88218
1,"segment",5,"chr3",50000001,100000000,5e+07,249348,14.498,0,14.498,1.761046528,88238
1,"segment",5,"chr3",100000001,150000000,5e+07,250000,12.689,0,12.689,1.5235072,88228
1,"segment",5,"chr4",1,50000000,5e+07,248444,12.521,0,12.521,1.837576192,88218
1,"segment",5,"chr4",50000001,100000000,5e+07,249529,12.445,0.000999999999997669,12.446,1.823793152,88238
1,"segment",5,"chr4",100000001,150000000,5e+07,250000,12.718,0,12.718,1.747275776,88209
1,"segment",5,"chr5",1,50000000,5e+07,249163,12.837,0,12.837,1.738563584,88248
1,"segment",5,"chr5",50000001,100000000,5e+07,249749,11.955,0,11.955,1.63463168,88228
1,"segment",5,"chr5",100000001,150000000,5e+07,249994,12.134,0,12.134,1.72158976,88218
1,"segment",5,"chr6",1,50000000,5e+07,249700,11.884,0.000999999999997669,11.885,1.792454656,88238
1,"segment",5,"chr6",50000001,100000000,5e+07,247201,12.03,0.00100000000000477,12.031,1.78597888,88209
1,"segment",5,"chr6",100000001,150000000,5e+07,249999,11.851,0,11.851,1.851645952,88248
1,"segment",5,"chr7",1,50000000,5e+07,249937,11.39,0,11.39,1.743532032,88228
1,"segment",5,"chr7",50000001,100000000,5e+07,248470,12.113,0.00100000000000477,12.114,1.731694592,88238
1,"segment",5,"chr7",100000001,150000000,5e+07,249749,11.921,0,11.921,1.84240128,88218
1,"segment",5,"chr8",1,50000000,5e+07,248688,11.338,0,11.338,1.807007744,88209
1,"segment",5,"chr8",50000001,100000000,5e+07,249749,11.59,0,11.59,1.876004864,88248
1,"segment",5,"chr9",1,50000000,5e+07,227365,12.158,0,12.159,1.199448064,88228
1,"segment",5,"chr9",50000001,100000000,5e+07,189884,13.277,0,13.277,1.820143616,88209
1,"segment",5,"chr10",1,50000000,5e+07,247573,13.316,0,13.316,1.496141824,88218
1,"segment",5,"chr10",50000001,100000000,5e+07,249995,13.467,0,13.467,1.482805248,88238
1,"segment",5,"chr11",1,50000000,5e+07,249700,12.653,0,12.653,1.5007744,88248
1,"segment",5,"chr11",50000001,100000000,5e+07,247571,12.456,0.00100000000000477,12.457,1.885863936,88228
1,"segment",5,"chr12",1,50000000,5e+07,249346,12.843,0.00100000000000477,12.844,1.792106496,88248
1,"segment",5,"chr12",50000001,100000000,5e+07,250000,11.586,0,11.586,1.785634816,88209
1,"segment",5,"chr13",1,50000000,5e+07,169132,10.742,0.00100000000000477,10.743,1.866625024,88218
1,"segment",5,"chr13",50000001,100000000,5e+07,249749,12.06,0.00199999999999534,12.062,1.71347968,88238
1,"segment",5,"chr14",1,50000000,5e+07,168401,9.60599999999999,0,9.60599999999999,1.633087488,88228
1,"segment",5,"chr14",50000001,100000000,5e+07,250000,12.59,0,12.59,1.689665536,88218
1,"segment",5,"chr15",1,50000000,5e+07,163536,10.21,0.00100000000000477,10.211,1.669042176,88209
1,"segment",5,"chr15",50000001,100000000,5e+07,249749,12.977,0.00199999999999534,12.979,1.606987776,88238
1,"segment",5,"chr16",1,50000000,5e+07,207870,10.607,0.00100000000000477,10.608,1.70745856,88248
1,"segment",5,"chr17",1,50000000,5e+07,248590,12.994,0,12.995,1.647579136,88228
1,"segment",5,"chr18",1,50000000,5e+07,249103,11.455,0,11.455,1.63586048,88209
1,"segment",5,"chr19",1,50000000,5e+07,249159,11.521,0.00100000000000477,11.522,1.690796032,88218
1,"segment",5,"chr20",1,50000000,5e+07,247966,11.671,0,11.671,1.816035328,88248
1,"segment",5,"chr22",1,50000000,5e+07,191709,10.232,0.00100000000000477,10.233,1.658679296,88238
1,"segment",5,"chrX",1,50000000,5e+07,246497,11.698,0.00199999999999534,11.7,1.751650304,88228
1,"segment",5,"chrX",50000001,100000000,5e+07,249228,11.794,0,11.794,1.71577344,88209
1,"segment",5,"chrX",100000001,150000000,5e+07,248556,11.43,0,11.43,1.409028096,88218
1,"segment",5,"chrY",1,50000000,5e+07,129550,8.26499999999999,0,8.26499999999999,1.735766016,88248
1,"segment",5,"chr1",200000001,248956422,48956422,244228,13.5,0,13.5,1.743695872,88238
1,"segment",5,"chr3",150000001,198295559,48295559,241177,11.939,0.00100000000000477,11.94,1.693110272,88228
1,"segment",5,"chr21",1,46709983,46709983,200395,11.853,0.00100000000000477,11.854,1.676099584,88209
1,"segment",5,"chr8",100000001,145138636,45138636,225393,13.092,0.00100000000000477,13.093,1.702703104,88218
1,"segment",5,"chr2",200000001,242193529,42193529,210909,10.771,0.00100000000000477,10.773,1.272451072,88248
1,"segment",5,"chr16",50000001,90338345,40338345,201140,9.113,0,9.113,1.535565824,88238
1,"segment",5,"chr4",150000001,190214555,40214555,200771,10.499,0.00100000000000477,10.5,1.769787392,88228
1,"segment",5,"chr9",100000001,138394717,38394717,191660,8.65400000000002,0.000999999999976353,8.655,1.807745024,88209
1,"segment",5,"chr11",100000001,135086622,35086622,175383,10.911,0,10.911,1.910358016,88248
1,"segment",5,"chr10",100000001,133797422,33797422,168671,7.57599999999999,0.00100000000000477,7.577,1.92464896,88218
1,"segment",5,"chr12",100000001,133275309,33275309,166313,8.51400000000001,0.00100000000000477,8.51600000000002,2.098147328,88238
1,"segment",5,"chr17",50000001,83257441,33257441,165965,7.42599999999999,0.00100000000000477,7.42699999999999,1.92247808,88209
1,"segment",5,"chr5",150000001,181538259,31538259,157385,8.274,0,8.274,1.831596032,88218
1,"segment",5,"chr18",50000001,80373285,30373285,151304,6.19399999999999,0,6.19399999999999,1.829699584,88228
1,"segment",5,"chr6",150000001,170805979,20805979,103478,5.52499999999998,0,5.52499999999998,1.867730944,88248
1,"segment",5,"chr20",50000001,64444167,14444167,71670,3.155,0.00100000000000477,3.15600000000001,2.020532224,88238
1,"segment",5,"chr13",100000001,114364328,14364328,71016,3.81399999999999,0,3.81399999999999,1.693118464,88209
1,"segment",5,"chr7",150000001,159345973,9345973,46677,3.43299999999999,0,3.43299999999999,1.530691584,88228
1,"segment",5,"chr19",50000001,58617616,8617616,43038,2.24299999999999,0,2.24299999999999,1.649143808,88238
1,"segment",5,"chrY",50000001,57227415,7227415,2469,1.381,0,1.381,1.425354752,88248
1,"segment",5,"chr14",100000001,107043718,7043718,34418,2.739,0,2.739,1.095258112,88209
1,"segment",5,"chrX",150000001,156040895,6040895,30154,2.505,0.00200000000000955,2.50700000000001,1.513734144,88218
1,"segment",5,"chr15",100000001,101991189,1991189,9905,2.79399999999998,0,2.79399999999998,1.674678272,88228
1,"segment",5,"chr22",50000001,50818468,818468,4042,1.30200000000002,0.00100000000000477,1.30300000000003,1.468698624,88238
1,"segment",6,"chr1",1,50000000,5e+07,248467,22.079,9.767,31.846,1.350750208,89156
1,"segment",6,"chr1",50000001,100000000,5e+07,250000,21.068,9.804,30.872,1.357135872,89145
1,"segment",6,"chr1",100000001,150000000,5e+07,159605,16.987,9.783,26.77,0.953434112,89135
1,"segment",6,"chr1",150000001,200000000,5e+07,250000,21.849,9.807,31.656,1.32507648,89123
1,"segment",6,"chr2",1,50000000,5e+07,249929,22.285,9.765,32.05,1.339506688,89113
1,"segment",6,"chr2",50000001,100000000,5e+07,241874,21.92,9.788,31.708,1.36198144,89102
1,"segment",6,"chr2",100000001,150000000,5e+07,249999,17.181,0,17.181,1.45340416,89135
1,"segment",6,"chr2",150000001,200000000,5e+07,250000,15.603,0.00100000000000477,15.604,1.67135232,89145
1,"segment",6,"chr3",1,50000000,5e+07,249946,15.509,0.000999999999997669,15.51,1.546944512,89123
1,"segment",6,"chr3",50000001,100000000,5e+07,249348,15.346,0,15.346,1.54253312,89102
1,"segment",6,"chr3",100000001,150000000,5e+07,250000,15.167,0.000999999999997669,15.168,1.550381056,89113
1,"segment",6,"chr4",1,50000000,5e+07,248444,15.078,0.000999999999997669,15.079,1.56872704,89156
1,"segment",6,"chr4",50000001,100000000,5e+07,249529,16.428,0,16.428,1.266221056,89135
1,"segment",6,"chr4",100000001,150000000,5e+07,250000,16.616,0.000999999999997669,16.617,1.213837312,89145
1,"segment",6,"chr5",1,50000000,5e+07,249163,17.094,0,17.094,1.49377024,89123
1,"segment",6,"chr5",50000001,100000000,5e+07,249749,17.189,0,17.189,1.563693056,89102
1,"segment",6,"chr5",100000001,150000000,5e+07,249994,16.694,0,16.694,1.502294016,89113
1,"segment",6,"chr6",1,50000000,5e+07,249700,16.782,0,16.782,1.462652928,89156
1,"segment",6,"chr6",50000001,100000000,5e+07,247201,16.608,0,16.608,0.767279104,89135
1,"segment",6,"chr6",100000001,150000000,5e+07,249999,16.46,0.00399999999999068,16.464,1.099640832,89145
1,"segment",6,"chr7",1,50000000,5e+07,249937,14.704,0.00100000000000477,14.705,1.558945792,89113
1,"segment",6,"chr7",50000001,100000000,5e+07,248470,16.792,0.00100000000000477,16.793,1.433157632,89123
1,"segment",6,"chr7",100000001,150000000,5e+07,249749,16.773,0,16.773,1.423220736,89102
1,"segment",6,"chr8",1,50000000,5e+07,248688,16.472,0,16.472,1.419354112,89156
1,"segment",6,"chr8",50000001,100000000,5e+07,249749,20.123,0.000999999999990564,20.125,1.5844352,89135
1,"segment",6,"chr9",1,50000000,5e+07,227365,16.252,0.00199999999999534,16.254,1.15877888,89113
1,"segment",6,"chr9",50000001,100000000,5e+07,189884,15.538,0.000999999999990564,15.539,0.850788352,89145
1,"segment",6,"chr10",1,50000000,5e+07,247573,17.79,0.00100000000000477,17.791,1.629814784,89123
1,"segment",6,"chr10",50000001,100000000,5e+07,249995,18.24,0.000999999999990564,18.241,1.297317888,89102
1,"segment",6,"chr11",1,50000000,5e+07,249700,17.41,0.00300000000000011,17.413,1.562177536,89156
1,"segment",6,"chr11",50000001,100000000,5e+07,247571,17.698,0.00100000000000477,17.7,0.92557312,89145
1,"segment",6,"chr12",1,50000000,5e+07,249346,18.733,0.00200000000000955,18.735,0.8922112,89113
1,"segment",6,"chr12",50000001,100000000,5e+07,250000,17,0.00100000000000477,17.001,1.617395712,89135
1,"segment",6,"chr13",1,50000000,5e+07,169132,14.843,0.00100000000000477,14.844,1.564704768,89123
1,"segment",6,"chr13",50000001,100000000,5e+07,249749,18.042,0.00200000000000955,18.044,1.316007936,89156
1,"segment",6,"chr14",1,50000000,5e+07,168401,13.835,0.000999999999990564,13.836,1.68480768,89102
1,"segment",6,"chr14",50000001,100000000,5e+07,250000,17.662,0.0130000000000052,17.675,1.10491648,89145
1,"segment",6,"chr15",1,50000000,5e+07,163536,11.732,0.00100000000000477,11.733,1.164046336,89102
1,"segment",6,"chr15",50000001,100000000,5e+07,249749,17.437,0.00400000000000489,17.442,1.194315776,89113
1,"segment",6,"chr16",1,50000000,5e+07,207870,16.188,0.000999999999990564,16.189,1.572532224,89123
1,"segment",6,"chr17",1,50000000,5e+07,248590,16.519,0.00100000000000477,16.52,1.52485888,89135
1,"segment",6,"chr18",1,50000000,5e+07,249103,18.153,0,18.153,1.574227968,89156
1,"segment",6,"chr19",1,50000000,5e+07,249159,16.274,0,16.274,1.048006656,89102
1,"segment",6,"chr20",1,50000000,5e+07,247966,19.388,0,19.388,1.57011968,89123
1,"segment",6,"chr22",1,50000000,5e+07,191709,11.785,0,11.785,0.67690496,89135
1,"segment",6,"chrX",1,50000000,5e+07,246497,20.33,0.00200000000000955,20.332,0.644513792,89145
1,"segment",6,"chrX",50000001,100000000,5e+07,249228,21.203,0,21.203,0.558379008,89113
1,"segment",6,"chrX",100000001,150000000,5e+07,248556,20.709,0.00100000000000477,20.71,1.121304576,89156
1,"segment",6,"chrY",1,50000000,5e+07,129550,12.476,0.00200000000000955,12.478,0.807346176,89102
1,"segment",6,"chr1",200000001,248956422,48956422,244228,21.377,0.00200000000000955,21.379,0.749924352,89135
1,"segment",6,"chr3",150000001,198295559,48295559,241177,16.481,0,16.481,1.616887808,89123
1,"segment",6,"chr21",1,46709983,46709983,200395,14.154,0.0029999999999859,14.158,0.584179712,89145
1,"segment",6,"chr8",100000001,145138636,45138636,225393,17.375,0.00199999999998113,17.377,1.472954368,89113
1,"segment",6,"chr2",200000001,242193529,42193529,210909,17.846,0.00100000000000477,17.85,1.44551936,89102
1,"segment",6,"chr16",50000001,90338345,40338345,201140,12.1,0.00100000000000477,12.101,1.116659712,89156
1,"segment",6,"chr4",150000001,190214555,40214555,200771,14.617,0.00100000000000477,14.618,1.003606016,89135
1,"segment",6,"chr9",100000001,138394717,38394717,191660,14.733,0.00300000000001432,14.736,1.433399296,89145
1,"segment",6,"chr11",100000001,135086622,35086622,175383,13.474,0.00100000000000477,13.475,1.539416064,89123
1,"segment",6,"chr10",100000001,133797422,33797422,168671,13.565,0,13.565,1.42399488,89113
1,"segment",6,"chr12",100000001,133275309,33275309,166313,12.316,0,12.316,1.360027648,89156
1,"segment",6,"chr17",50000001,83257441,33257441,165965,12.508,0,12.508,1.405374464,89102
1,"segment",6,"chr5",150000001,181538259,31538259,157385,12.604,0.00200000000000955,12.606,1.515692032,89135
1,"segment",6,"chr18",50000001,80373285,30373285,151304,9.36599999999999,0.00100000000000477,9.36699999999999,0.90591232,89123
1,"segment",6,"chr6",150000001,170805979,20805979,103478,7.47800000000001,0,7.47800000000001,0.964829184,89113
1,"segment",6,"chr20",50000001,64444167,14444167,71670,3.828,0,3.828,1.51484416,89102
1,"segment",6,"chr13",100000001,114364328,14364328,71016,4.88,0.00100000000000477,4.881,0.837472256,89145
1,"segment",6,"chr7",150000001,159345973,9345973,46677,4.44200000000001,0.00100000000000477,4.44300000000001,0.914726912,89156
1,"segment",6,"chr19",50000001,58617616,8617616,43038,2.60299999999998,0.00100000000000477,2.60399999999998,1.508380672,89102
1,"segment",6,"chrY",50000001,57227415,7227415,2469,4.577,0,4.577,1.457061888,89156
1,"segment",6,"chr14",100000001,107043718,7043718,34418,5.452,0.00100000000000477,5.453,1.413050368,89145
1,"segment",6,"chrX",150000001,156040895,6040895,30154,2.70600000000002,0.000999999999976353,2.70699999999999,1.702477824,89135
1,"segment",6,"chr15",100000001,101991189,1991189,9905,2.37799999999999,0,2.37799999999999,1.41727744,89102
1,"segment",6,"chr22",50000001,50818468,818468,4042,0.97399999999999,0.00200000000000955,0.975999999999999,1.093492736,89113
2,"static",1,"chr1",1,248956422,248956422,1152300,51.8450000000003,0.000999999999294232,51.8459999999995,3.637424128,64341
2,"static",1,"chr2",1,242193529,242193529,1202711,48.7669999999998,0,48.7669999999998,3.683807232,64341
2,"static",1,"chr3",1,198295559,198295559,990471,39.8940000000002,0,39.8940000000002,3.740864512,64341
2,"static",1,"chr4",1,190214555,190214555,948744,35.2049999999999,0,35.2049999999999,4.269355008,64341
2,"static",1,"chr5",1,181538259,181538259,906291,33.8699999999999,0,33.8699999999999,4.359217152,64341
2,"static",1,"chr6",1,170805979,170805979,850378,33.3130000000001,0,33.3130000000001,4.321480704,64341
2,"static",1,"chr7",1,159345973,159345973,794833,32.4870000000001,0,32.4870000000001,4.065939456,64341
2,"static",1,"chrX",1,156040895,156040895,774435,29.7669999999998,0,29.7669999999998,4.143489024,64341
2,"static",1,"chr8",1,145138636,145138636,723830,27.4679999999998,0,27.4679999999998,4.135989248,64341
2,"static",1,"chr9",1,138394717,138394717,608909,23.9870000000001,0,23.9870000000001,4.423110656,64341
2,"static",1,"chr11",1,135086622,135086622,672654,24.5810000000001,0.00100000000020373,24.5820000000003,4.565426176,64341
2,"static",1,"chr10",1,133797422,133797422,666239,27.8890000000001,0,27.8890000000001,4.05282816,64341
2,"static",1,"chr12",1,133275309,133275309,665659,26.9089999999997,0,26.9089999999997,4.20243456,64341
2,"static",1,"chr13",1,114364328,114364328,489897,19.3680000000004,0,19.3680000000004,4.098301952,64341
2,"static",1,"chr14",1,107043718,107043718,452819,16.1099999999997,0,16.1099999999997,4.437069824,64341
2,"static",1,"chr15",1,101991189,101991189,423190,18.7550000000001,0,18.7550000000001,3.912364032,64341
2,"static",1,"chr16",1,90338345,90338345,409010,14.5969999999998,0,14.5969999999998,4.748115968,64341
2,"static",1,"chr17",1,83257441,83257441,414555,15.8640000000005,0,15.8640000000005,4.5539328,64341
2,"static",1,"chr18",1,80373285,80373285,400407,16.8050000000003,0,16.8050000000003,4.2334208,64341
2,"static",1,"chr20",1,64444167,64444167,319636,11.6549999999997,0,11.6549999999997,4.378415104,64341
2,"static",1,"chr19",1,58617616,58617616,292197,11.2240000000002,0,11.2240000000002,4.265132032,64341
2,"static",1,"chrY",1,57227415,57227415,132019,8.26400000000012,0,8.26400000000012,4.117499904,64341
2,"static",1,"chr22",1,50818468,50818468,195751,6.84599999999955,0,6.84599999999955,4.638384128,64341
2,"static",1,"chr21",1,46709983,46709983,200395,7.60100000000057,0,7.60100000000057,4.386607104,64341
2,"static",2,"chr1",1,248956422,248956422,1152300,58.356,7.128,65.484,3.166601216,92613
2,"static",2,"chr2",1,242193529,242193529,1202711,50.266,0,50.266,3.231956992,92613
2,"static",2,"chr3",1,198295559,198295559,990471,39.852,0.00100000000000477,39.853,4.017037312,92613
2,"static",2,"chr4",1,190214555,190214555,948744,37.075,0.00100000000000477,37.076,3.798687744,92613
2,"static",2,"chr5",1,181538259,181538259,906291,36.613,0,36.613,3.693682688,92613
2,"static",2,"chr6",1,170805979,170805979,850378,33.215,0.00100000000000477,33.216,3.886108672,92613
2,"static",2,"chr7",1,159345973,159345973,794833,29.333,0,29.333,3.791130624,92613
2,"static",2,"chrX",1,156040895,156040895,774435,30.081,0,30.081,4.042575872,92613
2,"static",2,"chr8",1,145138636,145138636,723830,27.425,0,27.425,3.901042688,92613
2,"static",2,"chr9",1,138394717,138394717,608909,25.905,0,25.905,3.926654976,92613
2,"static",2,"chr11",1,135086622,135086622,672654,24.468,0,24.468,3.698335744,92613
2,"static",2,"chr10",1,133797422,133797422,666239,24.729,0,24.729,3.913732096,92613
2,"static",2,"chr12",1,133275309,133275309,665659,34.27,7.128,41.398,2.117107712,92603
2,"static",2,"chr13",1,114364328,114364328,489897,18.737,0.000999999999997669,18.738,2.41528832,92603
2,"static",2,"chr14",1,107043718,107043718,452819,20.976,0,20.976,2.537873408,92603
2,"static",2,"chr15",1,101991189,101991189,423190,17.063,0.00100000000000477,17.064,2.373967872,92603
2,"static",2,"chr16",1,90338345,90338345,409010,16.618,0,16.618,2.487578624,92603
2,"static",2,"chr17",1,83257441,83257441,414555,17.118,0,17.118,2.598494208,92603
2,"static",2,"chr18",1,80373285,80373285,400407,16.406,0,16.406,2.563670016,92603
2,"static",2,"chr20",1,64444167,64444167,319636,13.041,0,13.041,2.427363328,92603
2,"static",2,"chr19",1,58617616,58617616,292197,11.555,0,11.555,2.453204992,92603
2,"static",2,"chrY",1,57227415,57227415,132019,8.09400000000002,0,8.09400000000002,2.826665984,92603
2,"static",2,"chr22",1,50818468,50818468,195751,7.36799999999999,0,7.36799999999999,2.453475328,92603
2,"static",2,"chr21",1,46709983,46709983,200395,8.00700000000001,0,8.00700000000001,2.24894976,92603
2,"static",3,"chr1",1,248956422,248956422,1152300,57.238,7.498,64.736,3.021656064,94511
2,"static",3,"chr2",1,242193529,242193529,1202711,55.649,0,55.649,2.5091072,94511
2,"static",3,"chr3",1,198295559,198295559,990471,40.644,0,40.644,3.7464064,94511
2,"static",3,"chr4",1,190214555,190214555,948744,37.547,0,37.547,3.850919936,94511
2,"static",3,"chr5",1,181538259,181538259,906291,35.496,0.00100000000000477,35.497,3.629314048,94511
2,"static",3,"chr6",1,170805979,170805979,850378,32.627,0,32.627,3.747725312,94511
2,"static",3,"chr7",1,159345973,159345973,794833,29.474,0,29.474,3.754651648,94511
2,"static",3,"chrX",1,156040895,156040895,774435,30.096,0.0010000000000332,30.097,4.073926656,94511
2,"static",3,"chr8",1,145138636,145138636,723830,34.274,7.497,41.771,2.04003328,94500
2,"static",3,"chr9",1,138394717,138394717,608909,28.705,0,28.705,2.511806464,94500
2,"static",3,"chr11",1,135086622,135086622,672654,33.184,0,33.184,2.325504,94500
2,"static",3,"chr10",1,133797422,133797422,666239,27.977,0.000999999999990564,27.978,2.599346176,94500
2,"static",3,"chr12",1,133275309,133275309,665659,26.688,0,26.688,2.581725184,94500
2,"static",3,"chr13",1,114364328,114364328,489897,20.541,0.00100000000000477,20.542,2.770931712,94500
2,"static",3,"chr14",1,107043718,107043718,452819,18.454,0.00100000000000477,18.455,2.660892672,94500
2,"static",3,"chr15",1,101991189,101991189,423190,16.77,0,16.77,2.63938048,94500
2,"static",3,"chr16",1,90338345,90338345,409010,20.38,7.496,27.876,1.745338368,94486
2,"static",3,"chr17",1,83257441,83257441,414555,16.938,0,16.939,1.680908288,94486
2,"static",3,"chr18",1,80373285,80373285,400407,18.07,0.000999999999997669,18.071,2.07716352,94486
2,"static",3,"chr20",1,64444167,64444167,319636,14.751,0,14.751,2.215870464,94486
2,"static",3,"chr19",1,58617616,58617616,292197,15.419,0,15.419,1.96325376,94486
2,"static",3,"chrY",1,57227415,57227415,132019,8.28999999999999,0,8.28999999999999,2.240032768,94486
2,"static",3,"chr22",1,50818468,50818468,195751,10.536,0.00100000000000477,10.537,2.232610816,94486
2,"static",3,"chr21",1,46709983,46709983,200395,8.434,0,8.434,2.145538048,94486
2,"static",4,"chr1",1,248956422,248956422,1152300,59.617,7.613,67.23,2.815348736,96026
2,"static",4,"chr2",1,242193529,242193529,1202711,53.452,0,53.452,2.930659328,96026
2,"static",4,"chr3",1,198295559,198295559,990471,40.816,0,40.816,2.719625216,96026
2,"static",4,"chr4",1,190214555,190214555,948744,38.898,0.000999999999976353,38.899,3.602976768,96026
